"","timestamp","me_identifico","edad","estoy_trabajando_en","donde_estas_trabajando","anos_de_experiencia","anos_en_la_empresa_actual","anos_en_el_puesto_actual","gente_a_cargo","nivel_de_estudios_alcanzado","estado","carrera","universidad","realizaste_cursos_de_especializacion","contribuis_a_proyectos_open_source","programas_como_hobbie","trabajo_de","plataformas","lenguajes_de_programacion","frameworksherramientas_y_librerias","bases_de_datos","qa_testing","ides","que_so_usas_en_tu_laptoppc_para_trabajar","y_en_tu_celular","tenes_guardias","cuanto_cobras_por_guardia","porcentajebruto_o_neto","tipo_de_contrato","salario_bruto","salario_neto","que_tan_conforme_estas_con_tu_sueldo","como_crees_que_esta_tu_sueldo_con_respecto_al_ultimo_semestre","recibis_algun_tipo_de_bono","a_que_esta_atado_el_bono","tuviste_ajustes_por_inflacion_en_2019","de_que_fue_el_ajuste_total","en_que_mes_fue_el_ultimo_ajuste","sufriste_o_presenciaste_situaciones_de_violencia_laboral","orientacion_sexual","tenes_algun_tipo_de_discapacidad","sentis_que_esto_te_dificulto_el_conseguir_trabajo","a_que_eventos_de_tecnologia_asististe_en_el_ultimo_ano","sos_miembro_de_alguna_comunidad_it","cantidad_de_empleados","actividad_principal","la_recomendas_como_un_buen_lugar_para_trabajar","como_calificas_las_politicas_de_diversidad_e_inclusion","a_cuantos_kilometros_de_tu_casa_queda_la_oficina","beneficios_extra","habias_respondido_nuestra_encuesta_en_ediciones_anteriores","cuales_consideras_que_son_las_mejores_empresas_de_it_para_trabajar_en_este_momentoen_tu_ciudad"
"125","1/23/2020 11:04:20","Hombre",27,"Argentina","Ciudad Autónoma de Buenos Aires",3,15,15,0,"Universitario","Completado","Licenciatura en Ciencias de la Computación",NA,"No","No","Sí","Data Scientist / Data Engineer","Amazon Web Services, Docker","Java, Python, SQL",NA,"Teradata",NA,"IntelliJ, IPython / Jupyter, Sublime Text","macOS","Android","No",0,"Porcentaje de mi sueldo","Full-Time",80000,66000,2,2,"De uno a tres sueldos","Mix de las anteriores","Dos",10,11,"Jamás","Bisexual o queer",NA,NA,NA,NA,"5001-10000","Producto basado en Software",9,7,2,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","No",NA
"126","2/3/2020 0:23:41","Hombre",30,"Argentina","Buenos Aires",3,3,1,0,"Terciario","Completado","Tecnicatura Superior en Análisis de Sistemas","Instituto tecnologico municipal de Jose C. Paz","Sí, de forma particular","No","No","BI Analyst / Data Analyst","*BSD, Linux, VMWare, Windows Server","SQL, VBA",NA,"MSSQL, Oracle, Teradata, Odata",NA,"Notepad++, Visual Studio","Windows","Android","No",0,"Neto","Full-Time",44000,36500,2,2,"No","No recibo bono","Tres",30,11,"Jamás","Heterosexual",NA,NA,"Ninguno","No","201-500","Servicios / Consultoría de Software / Digital",7,9,384,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","No",NA
"127","1/13/2020 10:36:10","Hombre",26,"Argentina","Ciudad Autónoma de Buenos Aires",3,3,15,0,"Universitario","En curso","Licenciatura en Análisis de Sistemas","UBA - Universidad de Buenos Aires","No","No","No","Data Scientist / Data Engineer","Amazon Web Services, Docker, Kubernetes","Bash/Shell, Python, SQL","Hadoop","Apache Hive, ElasticSearch, PostgreSQL, Redis, SQLite",NA,"IPython / Jupyter, Visual Studio Code","macOS","Android","No",0,"Porcentaje de mi sueldo","Part-Time",80000,65000,3,4,"No","No recibo bono","Tres",70,8,"Jamás","Heterosexual",NA,"No",NA,NA,"51-100","Producto basado en Software",7,7,5,"Clases de idiomas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)","Sí",NA
"128","2/2/2020 19:28:49","Hombre",26,"Argentina","Ciudad Autónoma de Buenos Aires",3,1,2,0,"Universitario","Completado","Ingeniería en Telecomunicaciones","UCAB","Sí, de forma particular","No","No","Data Scientist / Data Engineer","Linux, VMWare, Windows Server","Java, Javascript, Python, SQL",NA,"MySQL, Oracle","SoapUI","Notepad++, Vi, Vim","Windows","Android","Sí, activa",10000,"Neto","Tercerizado (trabajo a través de consultora o agencia)",80000,68000,2,2,"Un sueldo","Performance individual","Dos",30,7,"Jamás","Heterosexual",NA,"No","5g",NA,"501-1000","Producto basado en Software",5,8,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas","No",NA
"129","12/30/2019 0:32:26","Mujer",30,"Argentina","Ciudad Autónoma de Buenos Aires",4,0,0,0,"Posgrado","En curso","Licenciatura en Licenciatura en Letras","UBA - Universidad de Buenos Aires","No","No","Sí","Data Scientist / Data Engineer","Azure, Linux","Bash/Shell, Python, SQL","Hadoop","Apache Hive, MariaDB","Postman","IPython / Jupyter, Nano, Notepad++, PyCharm, RStudio, Sublime Text, Visual Studio, Visual Studio Code","GNU/Linux","Android","No",0,"Porcentaje de mi sueldo","Full-Time",78382,65058,3,2,"Un sueldo","Performance individual","Dos",11,10,"En un trabajo anterior","Heterosexual",NA,NA,"Hackaton JusLab",NA,"10001+","Otras industrias",6,8,75,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, WFH (Trabajar desde casa)","Sí",NA
"130","12/13/2019 16:10:08","Hombre",37,"Argentina","Ciudad Autónoma de Buenos Aires",15,3,1,0,"Universitario","Completado","Licenciatura en Informática","UADE - Universidad Argentina De la Empresa","Sí, de forma particular","No","No","BI Analyst / Data Analyst",NA,"HTML, Java, Python",NA,"MSSQL, MySQL, Netezza",NA,"Eclipse, Visual Studio","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",78000,50000,3,2,"No","No recibo bono","Dos",15,12,"Jamás","Heterosexual",NA,"No",NA,NA,"101-200","Otras industrias",3,1,17,"Ninguna de las anteriores","No","Cencosud"
"131","1/28/2020 10:13:24","Hombre",28,"Argentina","Ciudad Autónoma de Buenos Aires",5,5,4,0,"Terciario","En curso","Analista de Sistemas","ISSD - Instituto Superior Santo Domingo","Sí, de forma particular","No","Sí","Data Scientist / Data Engineer","SAS","SQL",NA,"MySQL, PostgreSQL, Teradata",NA,"Sublime Text","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",76431,65047,3,3,"Un sueldo","Performance individual","Dos",45,12,"Jamás","Heterosexual",NA,"No","PyCon","No mucho","5001-10000","Servicios / Consultoría de Software / Digital",8,9,40,"Abono de celular y/o Internet, Gimnasios gratuitos / subvencionados, Guardería, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas","Sí","Onapsis, MercadoLibre, Globant, Ualá"
"132","12/10/2019 9:16:16","Hombre",23,"Argentina","Córdoba",0,0,0,0,"Universitario","Completado","Licenciatura en Ciencias de la Computación","UNC - Universidad Nacional de Córdoba","No","No","Sí","Data Scientist / Data Engineer","Docker, Linux","Bash/Shell, Python","Django, Flask, TensorFlow, Torch","SQLite",NA,"IPython / Jupyter, PyCharm, Vim","GNU/Linux","Android","No",0,"Bruto","Full-Time",55503,46067,3,3,"No","No recibo bono","Dos",13,12,"Jamás","Heterosexual",NA,NA,"Pydata",NA,"11-50","Producto basado en Software",8,5,6,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Snacks, golosinas, bebidas","No","Mercado libre, rappi,"
"133","12/10/2019 9:52:09","Hombre",37,"Argentina","Córdoba",14,2,2,0,"Universitario","Completado","Licenciatura en Ciencias de la Computación","UNC - Universidad Nacional de Córdoba","Sí, de forma particular, Sí, los pagó un empleador","No","Sí","Data Scientist / Data Engineer","Docker, Linux","C, C++, Java, Javascript, Python","Node.js, Spark","ElasticSearch, MongoDB, Redis, Kafka",NA,"Sublime Text, Visual Studio Code","GNU/Linux","Android","No",0,"Porcentaje de mi sueldo","Full-Time",95000,85000,2,3,"No","No recibo bono","Tres",36,11,"Jamás","Heterosexual",NA,NA,NA,NA,"11-50","Producto basado en Software",7,7,1,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Viajes al exterior, WFH (Trabajar desde casa)","Sí",NA
"134","1/21/2020 19:05:45","Mujer",41,"Argentina","Ciudad Autónoma de Buenos Aires",19,0,9,0,"Universitario","Completado","Licenciatura en Informática","UADE - Universidad Argentina De la Empresa","No","No","No","BI Analyst / Data Analyst",NA,"C#, SQL",NA,"MSSQL, PostgreSQL",NA,"Visual Studio","Windows","Android","Sí, pasiva",0,"Porcentaje de mi sueldo","Full-Time",76000,63000,4,3,"No","No recibo bono","Uno",8,8,"En un trabajo anterior","Heterosexual",NA,NA,NA,NA,"201-500","Otras industrias",8,7,8,"Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","No","Mi empleo actual"
"135","12/12/2019 15:04:26","Hombre",21,"Argentina","Córdoba",0,0,0,0,"Universitario","Completado","Analista de Computación","UNC - Universidad Nacional de Córdoba","No","No","Sí","Data Scientist / Data Engineer","Amazon Web Services, Linux","Python","Airflow","Apache Hive, MySQL, PostgreSQL",NA,"Sublime Text","macOS","Android","No",0,"Porcentaje de mi sueldo","Part-Time",25000,22000,2,2,"No","No recibo bono","Uno",12,10,"Jamás","Heterosexual",NA,NA,NA,NA,"51-100","Producto basado en Software",8,9,18,"Horarios flexibles, Snacks, golosinas, bebidas","No",NA
"136","1/10/2020 15:29:04","Hombre",43,"Argentina","Ciudad Autónoma de Buenos Aires",2,2,2,0,"Posgrado","Completado","Ingeniería Electrónica","Universidad Nacional de Colombia","Sí, de forma particular","No","No","Data Scientist / Data Engineer","Amazon Web Services, Linux","Bash/Shell, Python","Hadoop, Spark","Apache Hive, Teradata",NA,"IPython / Jupyter, Vi, Visual Studio Code","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",75980,63063,3,2,"De uno a tres sueldos","Mix de las anteriores","Dos",44,12,"Jamás","Heterosexual","Visual","No",NA,"No","10001+","Otras industrias",9,9,7,"Abono de celular y/o Internet, Clases de idiomas, Gimnasios gratuitos / subvencionados, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","Sí","Mercado libre, Telefónica"
"137","1/10/2020 12:42:28","Mujer",30,"Argentina","Ciudad Autónoma de Buenos Aires",8,3,3,0,"Universitario","Completado","Licenciatura en estadística","UNR - Universidad Nacional de Rosario","Sí, los pagó un empleador","No","Sí","Data Scientist / Data Engineer","Linux, Windows Server","Python, R, SQL","Hadoop, Spark, TensorFlow","Apache Hive, ElasticSearch, MariaDB, MongoDB, MySQL",NA,"Atom, IPython / Jupyter, Notepad++, RStudio","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",75093,59994,1,3,"Menos de un sueldo","Performance individual","Tres",44,12,"En un trabajo anterior","Heterosexual",NA,"No","O'Reilly AI Londres, WIE ILS, pyCon","Si","10001+","Servicios / Consultoría de Software / Digital",7,4,4,"Abono de celular y/o Internet, Descuentos varios (Clarín 365, Club La Nación, etc), Viajes al exterior","Sí",NA
"138","12/13/2019 15:18:59","Hombre",37,"Argentina","Ciudad Autónoma de Buenos Aires",17,17,4,0,"Terciario","Completado","Tecnicatura Superior en Programación","UTN - Universidad Tecnológica Nacional","Sí, de forma particular","No","Sí","BI Analyst / Data Analyst","Windows Server",".NET, Python, Ruby, SQL, VBA",NA,"MSSQL, Teradata",NA,"IPython / Jupyter, Notepad++, Visual Studio Code","Windows","Android","No",0,"Bruto","Full-Time",75000,60000,3,2,"Un sueldo","Mix de las anteriores","Dos",18,8,"Jamás","Heterosexual",NA,NA,NA,NA,"10001+","Otras industrias",8,9,11,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Guardería, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, WFH (Trabajar desde casa)","Sí","Mercado Libre"
"139","12/13/2019 19:48:01","Hombre",34,"Argentina","Buenos Aires",12,15,2,0,"Terciario","Completado","Tecnicatura Superior en Sistemas Informáticos","UTN - Universidad Tecnológica Nacional","No","No","No","Data Scientist / Data Engineer","AIX, HP-UX, IBM Cloud / Watson, Linux, OpenShift, OpenStack, Solaris, VMWare, Windows Server","Python, Scala, Swift","Hadoop, Node.js, Spark","IBM Db2, MSSQL",NA,NA,"Windows","iOS","No",0,"Bruto","Full-Time",70000,61000,2,1,"Menos de un sueldo","Performance de la compañía","Uno",11,6,"En mi trabajo actual","Homosexual",NA,"No",NA,NA,"2001-5000","Servicios / Consultoría de Software / Digital",1,5,8,"Descuentos varios (Clarín 365, Club La Nación, etc), Guardería, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Sueldo divido en dos pagos por mes, WFH (Trabajar desde casa)","No","Jp morgan, pero porque no es de it."
"140","12/13/2019 23:31:31","Hombre",37,"Argentina","Córdoba",15,15,1,12,"Universitario","Incompleto","Analista de Sistemas","UTN - Universidad Tecnológica Nacional","Sí, los pagó un empleador","No","Sí","Data Scientist / Data Engineer","Google Cloud Platform/App Engine","Python, R, SQL, VBA",NA,"Google Cloud Storage, MSSQL",NA,"IPython / Jupyter, PyCharm, RStudio, Sublime Text","Windows","Android","No",0,"Bruto","Full-Time",150000,120000,2,2,"De uno a tres sueldos","Mix de las anteriores","Uno",30,11,"Jamás","Heterosexual",NA,NA,"Pydata",NA,"2001-5000","Otras industrias",8,10,20,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)","No",NA
"141","12/13/2019 23:52:13","Hombre",23,"Argentina","Córdoba",0,0,0,0,"Universitario","Completado","Licenciatura en Ciencias de la Computación","UNC - Universidad Nacional de Córdoba","No","Sí","Sí","Data Scientist / Data Engineer","Amazon Web Services, Docker, Linux","Python, SQL","Spark","MSSQL, MongoDB",NA,"Vim","GNU/Linux","Android","No",0,"Neto","Full-Time",60000,48000,2,1,"Menos de un sueldo","Performance individual","Uno",20,6,"Jamás","Heterosexual",NA,NA,"Puesta, hacktoberfest",NA,"11-50","Servicios / Consultoría de Software / Digital",8,8,11,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","Sí",NA
"142","12/14/2019 0:47:25","Hombre",32,"Argentina","Santa Fe",6,1,1,2,"Universitario","Completado","Ingeniería en Informática","UNL - Universidad Nacional del Litoral","Sí, de forma particular, Sí, los pagó un empleador","No","Sí","Data Scientist / Data Engineer",NA,"Java, Python, SQL",NA,"Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MongoDB, MySQL, ProxySQL, SQLite","SoapUI, Visual Studio Coded UI","Coda, Komodo, Notepad++, Visual Studio Code","Windows","Android","No",0,"Bruto","Full-Time",95000,80000,3,2,"No","No recibo bono","Más de tres",2,8,"En un trabajo anterior","Heterosexual",NA,NA,NA,NA,"51-100","Servicios / Consultoría de Software / Digital",7,8,5,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","No",NA
"143","1/20/2020 15:21:39","Hombre",24,"Argentina","Ciudad Autónoma de Buenos Aires",3,0,1,0,"Universitario","En curso","Ingeniería en Informática","UADE - Universidad Argentina De la Empresa","Sí, de forma particular, Sí, los pagó un empleador","No","Sí","BI Analyst / Data Analyst",NA,"SQL",NA,"MSSQL, Teradata",NA,"Notepad++","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",75000,62000,4,3,"De uno a tres sueldos","Mix de las anteriores","Dos",17,9,"En un trabajo anterior","Heterosexual","Visual","No",NA,NA,"1001-2000","Otras industrias",10,10,5,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","Sí",NA
"144","1/29/2020 16:15:30","Hombre",38,"Argentina","Ciudad Autónoma de Buenos Aires",12,5,5,0,"Posgrado","Completado","Ingeniería en Sistemas de Información","Univ alejandro Humboldt","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Windows Server",".NET, C#, Python, Swift, VBA",".NET Core","MSSQL, Teradata",NA,"IPython / Jupyter, Notepad++, Visual Studio","Windows","Android","No",0,"Bruto","Full-Time",75000,63000,2,2,"De uno a tres sueldos","Performance individual","Dos",10,10,"Jamás","Heterosexual",NA,NA,NA,NA,"5001-10000","Otras industrias",8,10,2,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, WFH (Trabajar desde casa)","No",NA
"145","1/30/2020 19:28:21","Hombre",27,"Argentina","Ciudad Autónoma de Buenos Aires",3,0,0,0,"Universitario","En curso","Licenciatura en Administración de Empresas","UNSAM - Universidad de San Martín","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Power Bi","Python, R, SQL, VBA","Hadoop, SAP","HANA, MSSQL, MySQL, Oracle, PostgreSQL",NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",75000,63500,3,3,"No","No recibo bono","Dos",40,9,"Jamás","Heterosexual",NA,NA,NA,"Power bi,phyton","10001+","Servicios / Consultoría de Software / Digital",8,8,5,"Clases de idiomas, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","No",NA
"146","1/31/2020 18:12:04","Hombre",29,"Argentina","Ciudad Autónoma de Buenos Aires",2,0,0,0,"Universitario","Completado","Ingeniería Electrónica","ITBA - Instituto Tecnológico de Buenos Aires","Sí, de forma particular","Sí","Sí","Data Scientist / Data Engineer","Anaconda","Matlab, Python","TensorFlow",NA,NA,"IPython / Jupyter","Windows","Android","No",0,"Neto","Remoto (empresa de otro país)",75000,70000,4,3,"Menos de un sueldo","Performance de la compañía","No",0,0,"Jamás","Heterosexual",NA,"No","Payoneer forum, Campus Punta del Este, Bitconf Montevideo","Centro de Graduados IT UBA","1-10","Otras industrias",9,9,-1,"Viajes al exterior","No",NA
"147","12/19/2019 11:52:11","Hombre",26,"Argentina","Córdoba",1,1,1,0,"Universitario","Completado","Ingeniería en Telecomunicaciones","UBP - Universidad Blas Pascal","Sí, de forma particular","No","No","Data Scientist / Data Engineer","Amazon Web Services, Azure","Python","Flask, TensorFlow","Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MongoDB, MySQL","Selenium, Nightwatch","IPython / Jupyter, Notepad++","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",47000,41000,2,2,"No","No recibo bono","Tres",45,12,"Jamás","Heterosexual",NA,NA,"Py Data","Py.beer, Comunidad inovacion e IA","51-100","Producto basado en Software",7,9,3,"Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","No","Tarjeta Naranja"
"148","12/19/2019 15:20:07","Mujer",32,"Argentina","Buenos Aires",4,25,25,0,"Posgrado","Completado","Matematica y estadistica","UNL - Universidad Nacional del Litoral","Sí, de forma particular","Sí","No","Data Scientist / Data Engineer","Azure, IBM Cloud / Watson, Windows Server","C#, Python, R, SQL, VBA","TensorFlow","Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MongoDB",NA,"IPython / Jupyter, RStudio, Visual Studio","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",53000,42000,2,2,"Un sueldo","Performance individual","Más de tres",30,10,"En mi trabajo actual","J",NA,"No",NA,NA,"5001-10000","Servicios / Consultoría de Software / Digital",4,5,10,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, WFH (Trabajar desde casa)","No",NA
"149","1/10/2020 14:58:21","Mujer",29,"Argentina","Ciudad Autónoma de Buenos Aires",3,3,3,0,"Universitario","En curso","Licenciatura en Matemática","UBA - Universidad de Buenos Aires","Sí, los pagó un empleador","No","No","Data Scientist / Data Engineer","Linux, Windows Server","Matlab, Python, R, SQL",NA,NA,NA,"IPython / Jupyter, RStudio, Sublime Text","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",73245,60000,3,2,"Menos de un sueldo","Performance individual","Dos",45,12,"Jamás","Heterosexual",NA,NA,"BigDat 2019 en Cambridge, Zruput, IBM Think",NA,"10001+","Otras industrias",7,9,6,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Guardería, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas","No","MuleSoft, SAS"
"150","12/21/2019 20:13:38","Hombre",22,"Argentina","Córdoba",2,2,1,0,"Universitario","En curso","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","No","No","Sí","Data Scientist / Data Engineer","Amazon Web Services, Docker","Go, Python","Flask, TensorFlow, Torch","ElasticSearch",NA,"IPython / Jupyter, Visual Studio Code","macOS","Android","Sí, pasiva",0,"Bruto","Full-Time",60000,54000,2,2,"Menos de un sueldo","Mix de las anteriores","Dos",20,6,"Jamás","Heterosexual","Visual","No","PyData, PyConAr",NA,"10001+","Producto basado en Software",8,9,5,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Guardería, Horarios flexibles, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Viajes al exterior, WFH (Trabajar desde casa)","No",NA
"151","12/22/2019 11:08:33","Hombre",29,"Argentina","Buenos Aires",1,0,0,0,"Universitario","Completado","Ingeniería en Informática","Universidad Gastón Dachary","Sí, de forma particular, Sí, los pagó un empleador","No","Sí","Data Scientist / Data Engineer","Amazon Web Services","Python, R, SQL","TensorFlow","Apache Hive, Teradata, PrestoDB",NA,"IPython / Jupyter, Notepad++, RStudio, Visual Studio Code","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",84700,70000,3,4,"No","No recibo bono","Uno",21,10,"Jamás","Homosexual",NA,"No","AWS Cloud Experience",NA,"501-1000","Otras industrias",6,1,4,"Gimnasios gratuitos / subvencionados, Viajes al exterior, WFH (Trabajar desde casa)","Sí","Amazon, MercadoLibre"
"152","2/1/2020 22:19:37","Hombre",28,"Argentina","Ciudad Autónoma de Buenos Aires",4,1,1,0,"Universitario","Completado","Licenciatura en Comunicación Social","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Firebase, Google Cloud Platform/App Engine","Javascript, Python, SQL",NA,"Google Cloud Storage",NA,"Android Studio, IPython / Jupyter, Visual Studio Code","Windows","iOS","No",0,"Neto","Full-Time",73000,60500,2,2,"No","No recibo bono","Dos",55,11,"En un trabajo anterior","Heterosexual",NA,"No",NA,NA,"201-500","Servicios / Consultoría de Software / Digital",6,6,20,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Playroom","No","Mercado libre"
"153","2/1/2020 2:39:18","Hombre",32,"Argentina","Ciudad Autónoma de Buenos Aires",6,3,0,0,"Posgrado","Completado",NA,"UBA - Universidad de Buenos Aires","Sí, de forma particular","No","Sí","BI Analyst / Data Analyst","Amazon Web Services, Google Cloud Platform/App Engine, Linux, Windows Server","Python, R",NA,NA,NA,NA,"Windows","Android","Sí, pasiva",0,"Porcentaje de mi sueldo","Full-Time",72000,60000,3,2,"Un sueldo","Mix de las anteriores","Dos",15,11,"En un trabajo anterior",NA,NA,NA,NA,NA,"101-200","Otras industrias",7,10,25,"Horarios flexibles","No",NA
"154","12/23/2019 6:40:07","Hombre",34,"Argentina","Buenos Aires",10,2,2,0,"Universitario","En curso","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","Sí, los pagó un empleador","Sí","Sí","Data Scientist / Data Engineer","AIX, *BSD, IBM Cloud / Watson, Linux, OpenStack","ABAP, C, C++, Java, Objective-C, Perl, Python","Django, SAP","IBM Db2, MySQL",NA,"Atom, Eclipse, Emacs, IPython / Jupyter, Notepad++, PyCharm, Vi, Vim, Visual Studio, Visual Studio Code, Xcode","GNU/Linux","iOS","Sí, activa",2500,"Bruto","Full-Time",150000,80000,3,3,"Un sueldo","Performance individual","No",0,0,"Jamás","Heterosexual",NA,"Sí",NA,NA,"10001+","Producto basado en Software",2,1,25,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Guardería, Playroom","Sí",NA
"155","12/30/2019 1:04:43","Hombre",23,"Argentina","Ciudad Autónoma de Buenos Aires",0,0,0,0,"Universitario","En curso","Licenciatura en Análisis de Sistemas","UBA - Universidad de Buenos Aires","No","No","No","Data Scientist / Data Engineer","Amazon Web Services","Java, Python, SQL","Spark","Amazon Redshift","JUnit","IntelliJ","macOS","Android","Sí, pasiva",0,"Bruto","Full-Time",72000,58350,4,3,"De uno a tres sueldos","Mix de las anteriores","No",0,0,"Jamás","Heterosexual",NA,"No","nerdearla",NA,"5001-10000","Servicios / Consultoría de Software / Digital",9,7,6,"Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Estacionamiento gratuito / subvencionado, Guardería, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","No","Mercado libre,Medallia,Mulesoft"
"156","12/26/2019 12:41:34","Mujer",35,"Argentina","Buenos Aires",3,15,15,0,"Posdoctorado","Completado","Física","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","Sí","Data Scientist / Data Engineer","Linux","Python, SQL, Hive","Hadoop, Todas las estándar de Python","Apache Hive, Teradata",NA,"Eclipse, IPython / Jupyter","Windows","iOS","No",0,"Porcentaje de mi sueldo","Full-Time",136000,92000,2,1,"No","No recibo bono","Dos",66,12,"Jamás","Heterosexual",NA,NA,"Meetup, escuelas","Data science meet up","10001+","Otras industrias",3,2,4,"Capacitaciones y/o cursos, Clases de idiomas, Viajes al exterior","No",NA
